DATA DO ENVIO,PROTOCOLO,MUNICÍPIO,PRESTADORA,TIPO,NATUREZA,COMUNICAÇÃO,ÁREAS AFETADAS,DIA INICIAL,DIA PREVISTO PARA TÉRMINO,ESTRUTURA,RESPONSÁVEL,MOTIVO DO CANCELAMENTO
"25 de nov. de 2024, 19:18:57",,PIAÇABUÇU,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Piaçabuçu - Urbana,",2024-11-25,2024-11-26,Vazamento na Malha de Distribuição,," "
"25 de nov. de 2024, 18:02:22",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (25/11/2024),Chã do Pilar,22/11/2024,28/11/2024,Poço Pi 26,," "
"25 de nov. de 2024, 17:27:08",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (25/11/2024),Lot. Nicodemos e Chã do Pilar,06/11/2024,28/11/2024,Poço Pi 11,," "
"25 de nov. de 2024, 17:10:53",,MACEIÓ,BRK,Emergencial,Furto Das Instalações Elétricas,A comunicação de paralisação emergencial foi realizada nesta data (25/11/2024),Tabuleiro dos Martins,24/11/2024,28/11/2024,Poço P-T 04 (Tabuleiro dos Martins),," "
"25 de nov. de 2024, 11:47:19",,POÇO DAS TRINCHEIRAS,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Ouro branco -Urbana,",2024-11-25,2024-11-25,Vazamento em Adutora,," "
"24 de nov. de 2024, 20:11:49",,MACEIÓ,BRK,Emergencial,Furto Das Instalações Elétricas,A comunicação de paralisação emergencial foi realizada nesta data (24/11/2024),Tabuleiro dos Martins,24/11/2024,25/11/2024,Poço P-T 04 (Tabuleiro dos Martins),," "
"24 de nov. de 2024, 18:44:44",,INHAPI,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Inhapi - Urbana, Inhapi - Promissão,",2024-11-24,2024-11-25,ETA Inhapi,," "
"24 de nov. de 2024, 17:40:56",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (24/11/2024),Rio Novo,24/11/2024,27/11/2024,Elevatória de Água do Palmar,," "
"24 de nov. de 2024, 12:17:37",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (24/11/2024),Farol e Bebedouro,24/11/2024,27/11/2024,Poço P-Fa 03,," "
"24 de nov. de 2024, 09:20:01",,PÃO DE AÇÚCAR,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pão de Açúcar - Urbana,",2024-11-24,2024-11-24,Falha em CMB,," "
"24 de nov. de 2024, 09:12:33",,PÃO DE AÇÚCAR,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Cacimbinhas - Urbana, Dois Riachos - Urbana, Jaramataia - Urbana, Maravilha - Urbana, Monteirópolis - Urbana, Olivença - Urbana, Ouro branco -Urbana, Palestina - Urbana, Pão de Açúcar - Meiruz, Pão de Açúcar - Limoeiro, Pão de Açúcar - Machado, Pão de Açúcar - Bonfim Impueiras, Pão de Açúcar - Lagoa de Pedra, Pão de Açúcar - Impueiras Pé de Serra, Poço das trincheiras - Urbana, Santana do Ipanema - Urbana, Santana do Ipanema - Areias Branca, São José da Tapera - Pilões, São José da Tapera - Urbana, São José da Tapera - Caboclo, São José da Tapera - Torrões, Senador Rui Palmeira - Urbana, Monteirópolis - Paus Pretos, Carneiros - Urbana,",2024-11-24,2024-11-24,Queda de Energia,," "
"23 de nov. de 2024, 17:52:25",,PILAR,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (23/11/2024),Lot. Manguaba,14/11/2024,26/11/2024,Poço Pi 03,," "
"23 de nov. de 2024, 17:17:12",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (23/11/2024),"Conj. Moacir Andrade, Benedito Bentes",20/11/2024,26/11/2024,Poço P-Ma 01,," "
"23 de nov. de 2024, 16:54:36",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (23/11/2024),"Henrique Equelman, Antares",20/11/2024,26/11/2024,Poço P-He 01,," "
"23 de nov. de 2024, 16:42:11",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (23/11/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,26/11/2024,Poço P-Z 02,," "
"23 de nov. de 2024, 16:17:44",,QUEBRANGULO,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Urbana, Palmeira dos Índios - Coruripe da Cal, Palmeira dos Índios - Lagoa do Rancho, Palmeira dos Índios - Moreira, Palmeira dos Índios - Sto. Antônio Gavião, Palmeira dos Índios - Gavião, Palmeira dos Índios - Canafistula, Palmeira dos Índios - Algodãozinho, Quebrangulo - Urbana,",2024-11-23,2024-11-23,Barragem Caçamba,," "
"23 de nov. de 2024, 12:00:08",,IGACI,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Igaci - Urbana,",2024-11-23,2024-11-23,Sistema Adutor do Agreste,," "
"23 de nov. de 2024, 09:28:10",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção de ETA,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-11-26,2024-11-26,Manutenção no Reservatório,," "
"22 de nov. de 2024, 18:09:22",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (06/11/2024),Lot. Nicodemos e Chã do Pilar,06/11/2024,25/11/2024,Poço Pi 11,," "
"22 de nov. de 2024, 17:15:49",,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Manutenção Preventiva,A comunicação de paralisação emergencial foi realizada nesta data (18/11/2024),Centro,18/11/2024,22/11/2024,Poço 20 Bsa,," "
"22 de nov. de 2024, 16:10:39",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (22/11/2024),Chã do Pilar,22/11/2024,25/11/2024,Poço Pi 26,," "
"22 de nov. de 2024, 15:47:55",,SANTANA DO IPANEMA,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Santana do Ipanema - Urbana,",2024-11-27,2024-11-27,Limpeza do Reservatoria,," "
"22 de nov. de 2024, 12:27:12",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Brás - Urbana,",2024-11-22,2024-11-22,Intermediária,," "
"22 de nov. de 2024, 11:18:39",,BATALHA,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Jaramataia - Urbana, Cacimbinhas - Urbana,",2024-11-22,2024-11-22,Vazamento em Adutora Por Terceiros,," "
"22 de nov. de 2024, 10:45:51",,CACIMBINHAS,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Cacimbinhas - Urbana,",2024-11-22,2024-11-22,Adutora Dn 300mm,," "
"22 de nov. de 2024, 10:15:49",,PENEDO,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Penedo - Tabuleiro dos Negros,",2024-11-22,2024-11-22,Pov Tabuleiro dos Negros,," "
"22 de nov. de 2024, 09:24:51",,PIRANHAS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Piranhas - Urbana,",2024-11-22,2024-11-22,Malha de Distribuição,," "
"21 de nov. de 2024, 22:52:56",,PIRANHAS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Piranhas - Urbana,",2024-11-21,2024-11-22,Rede 100mm Chesf,," "
"21 de nov. de 2024, 17:08:56",,DELMIRO GOUVEIA,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Delmiro Gouveia - Urbana,",2024-11-28,2024-11-28,Adutora,," "
"21 de nov. de 2024, 16:58:38",,SANTANA DO IPANEMA,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Santana do Ipanema - Urbana,",2024-11-27,2024-11-27,Adutora,," "
"21 de nov. de 2024, 16:48:36",,CARNEIROS,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Carneiros - Urbana,",2024-12-02,2024-12-02,Adutora,," "
"21 de nov. de 2024, 16:45:43",,DELMIRO GOUVEIA,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Delmiro Gouveia - Salgado,",2024-11-28,2024-11-28,Adutora,," "
"21 de nov. de 2024, 16:40:35",,OURO BRANCO,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Ouro branco -Urbana,",2024-11-27,2024-11-27,Adutora,," "
"21 de nov. de 2024, 15:18:50",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Manutenção Equatorial,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-07,2024-12-07,Manutenção Equatorial,," "
"21 de nov. de 2024, 14:45:48",,FELIZ DESERTO,VAA,Emergencial,Problemas Elétricos.,Paralisação do Sistema Produtor - Poço 6,Centro,21/11/2024,a definir,Verde Alagoas,," "
"21 de nov. de 2024, 14:34:33",,BELO MONTE,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Belo Monte - Urbana, Belo Monte - Restinga,",2024-11-21,2024-11-21,Manutenção CMB,," "
"21 de nov. de 2024, 12:05:55",,BELO MONTE,ADS,Emergencial,Manutenção Equatorial,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Belo Monte - Urbana, Belo Monte - Restinga,",2024-11-21,2024-11-21,Manutenção Equatorial,," "
"20 de nov. de 2024, 18:08:10",,PILAR,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (14/11/2024),Lot. Manguaba,14/11/2024,23/11/2024,Poço Pi 03,," "
"20 de nov. de 2024, 17:51:37",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (09/11/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,23/11/2024,Poço P-Z 02,," "
"20 de nov. de 2024, 12:20:13",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Conj. Moacir Andrade, Benedito Bentes",20/11/2024,23/11/2024,Poço P-Ma 01,," "
"20 de nov. de 2024, 12:10:13",,UNIÃO DOS PALMARES,VAA,Emergencial,Reparo da Rede Distribuição Água Dn 200mm.,PARALISAÇÃO NO ABASTECIMENTO DE ÁGUA.,"COSTA E SILVA, COHAB NOVA, VELHA E TODO CENTRO.",20/11/2024,20/11/2024,Verde Alagoas,," "
"20 de nov. de 2024, 11:21:14",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Henrique Equelman, Antares",20/11/2024,23/11/2024,Poço P-He 01,," "
"19 de nov. de 2024, 18:05:35",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (19/11/2024),Lot. Nicodemos e Chã do Pilar,06/11/2024,22/11/2024,Poço Pi 11,," "
"19 de nov. de 2024, 15:03:53",,PÃO DE AÇÚCAR,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palestina - Urbana, Monteirópolis - Urbana, Jaramataia - Urbana, Pão de Açúcar - Urbana, São José da Tapera - Urbana, Olivença - Urbana, Carneiros - Urbana, Senador Rui Palmeira - Urbana, Santana do Ipanema - Urbana, Poço das trincheiras - Urbana, Maravilha - Urbana, Ouro branco -Urbana, Dois Riachos - Urbana, Cacimbinhas - Urbana,",2024-11-19,2024-11-19,"A Casal Informou À Águas do Sertão Que Nesta Terça-Feira (19/11), Devido A Um Novo Vazamento na Adutora do Sistema Coletivo da Bacia Leiteira O Abastecimento de Água Foi Parado. Como Consequência Dessa Ocorrência, O Abastecimento Para 14 Municípios da R",," "
"18 de nov. de 2024, 18:22:56",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-11-18,2024-11-18,Rede de Distribuição,," "
"18 de nov. de 2024, 16:38:18",,JUNQUEIRO,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Junqueiro - Urbana, Junqueiro - Retiro, Junqueiro - Riachão, Junqueiro - Olho D’Água,",2024-11-18,2024-11-18,Captação Riachão,," "
"18 de nov. de 2024, 13:35:05",,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Manutenção Preventiva,A comunicação de paralisação emergencial foi realizada nesta data (18/11/2024),Centro,18/11/2024,22/11/2024,Poço 20 Bsa,," "
"18 de nov. de 2024, 09:26:24",,ÁGUA BRANCA,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Água Branca - Ouricuri,",2024-11-18,2024-11-18,Vazamento na Adutora,," "
"17 de nov. de 2024, 17:57:35",,PILAR,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (17/11/2024),Lot. Manguaba,14/11/2024,20/11/2024,Poço Pi 03,," "
"17 de nov. de 2024, 17:38:04",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (17/11/2024),Lot. Manguaba,14/11/2024,20/11/2024,Poço Pi 03,," "
"17 de nov. de 2024, 17:35:42",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (17/11/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,20/11/2024,Poço P-Z 02,," "
"17 de nov. de 2024, 17:03:53",,PÃO DE AÇÚCAR,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pão de Açúcar - Ilha do ferro,",2024-11-17,2024-11-17,Captação Ilha do Ferro,," "
"16 de nov. de 2024, 18:17:46",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (06/11/2024),Lot. Nicodemos e Chã do Pilar,06/11/2024,19/11/2024,Poço Pi 11,," "
"14 de nov. de 2024, 17:30:22",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (11/11/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,17/11/2024,Poço P-Z 02,," "
"14 de nov. de 2024, 15:37:57",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-11-14,2024-11-14,Rede de Distribuição,," "
"14 de nov. de 2024, 15:35:46",,IGREJA NOVA,ADS,Emergencial,Eletromecânica - Falha em Poço,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Igreja Nova - Ilha das Antas,",2024-11-14,2024-11-16,Povoado Ilha Das Antas,," "
"14 de nov. de 2024, 11:35:00",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Urbana,",2024-11-22,2024-11-22,Adutora,," "
"14 de nov. de 2024, 11:32:47",,MARAVILHA,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Maravilha - Urbana,",2024-11-14,2024-11-14,"Nesta Quinta-Feira (14/11) Equipes da Águas do Sertão em Conjunto Com A Casal Trabalham Para Identificar Problema de Desabastecimento de Água em Maravilha, A Previsão Para Conclusão dos Trabalhos É Para O Fim da Tarde de Hoje. Tambem Foi Solicitado O Comi",," "
"14 de nov. de 2024, 11:30:18",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-11-21,2024-11-21,Adutora,," "
"14 de nov. de 2024, 11:26:46",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Urbana,",2024-11-21,2024-11-21,Adutora,," "
"14 de nov. de 2024, 11:20:05",,PENEDO,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Penedo - Urbana,",2024-11-25,2024-11-25,Adutora,," "
"14 de nov. de 2024, 11:15:34",,PENEDO,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Penedo - Urbana,",2024-11-25,2024-11-25,Adutora,," "
"14 de nov. de 2024, 10:46:25",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Instalação de Dispositivo Hidráulico,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-11-21,2024-11-21,Instalação de Registro,," "
"14 de nov. de 2024, 09:22:02",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (14/11/2024),Lot. Manguaba,14/11/2024,17/11/2024,Poço Pi 03,," "
"14 de nov. de 2024, 08:02:47",,PÃO DE AÇÚCAR,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pão de Açúcar - Urbana,",2024-11-14,2024-11-14,Vazamento em Adutora,," "
"13 de nov. de 2024, 18:22:31",,PILAR,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (13/11/2024),Lot. Nicodemos e Chã do Pilar,06/11/2024,16/11/2024,Poço Pi 11,," "
"13 de nov. de 2024, 18:12:30",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação da paralisação emergencial foi realizada nesta data (13/11/2024),Benedito Bentes,10/11/2024,16/11/2024,Poço P-Bb 09,," "
